0.00626042	0.253807
0.0125208	0.227051
0.0187813	0.167526
0.0250417	0.187502
0.0313021	0.20031
0.0375625	0.185635
0.0438229	0.152533
0.0500834	0.128375
0.0563438	0.128175
0.0626042	0.105792
0.0688646	0.141265
0.075125	0.140775
0.0813855	0.11749
0.0876459	0.134197
0.0939063	0.117855
0.100167	0.113237
0.106427	0.0701168
0.112688	0.0815296
0.118948	0.0739076
0.125208	0.107371
0.131469	0.092492
0.137729	0.0667043
0.14399	0.0537337
0.15025	0.0585278
0.15651	0.0567398
0.162771	0.0661576
0.169031	0.0668536
0.175292	0.0629869
0.181552	0.0460932
0.187813	0.0535758
0.194073	0.0397152
0.200333	0.0322831
0.206594	0.0450735
0.212854	0.0466201
0.219115	0.0422556
0.225375	0.0454126
0.231636	0.0400232
0.237896	0.0374728
0.244156	0.0400083
0.250417	0.045625
0.256677	0.0250781
0.262938	0.0324269
0.269198	0.0251947
0.275458	0.0303403
0.281719	0.0294197
0.287979	0.0252427
0.29424	0.0260962
0.3005	0.0226091
0.306761	0.0130524
0.313021	0.0196671
0.319281	0.0145047
0.325542	0.0126943
0.331802	0.015139
0.338063	0.0212695
0.344323	0.0180727
0.350584	0.0126605
0.356844	0.0148847
0.363104	0.0159924
0.369365	0.0123763
0.375625	0.0132479
0.381886	0.0125466
0.388146	0.0117806
0.394406	0.0117876
0.400667	0.00951803
0.406927	0.00928828
0.413188	0.0109744
0.419448	0.0114915
0.425709	0.0129619
0.431969	0.00892614
0.438229	0.00920786
0.44449	0.010857
0.45075	0.0109824
0.457011	0.0100969
0.463271	0.00777806
0.469531	0.00808655
0.475792	0.00924182
0.482052	0.0086224
0.488313	0.00744984
0.494573	0.00605076
0.500834	0.0043671
0.507094	0.00561339
0.513354	0.00619067
0.519615	0.00788138
0.525875	0.00472702
0.532136	0.00478456
0.538396	0.00551168
0.544657	0.00695374
0.550917	0.00412122
0.557177	0.00515432
0.563438	0.00349633
0.569698	0.00341361
0.575959	0.00532472
0.582219	0.00436399
0.588479	0.00513694
0.59474	0.00280634
0.601	0.00372537
0.607261	0.00471913
0.613521	0.00297966
0.619782	0.00250642
0.626042	0.00411115
0.632302	0.0046417
0.638563	0.00423666
0.644823	0.00481781
0.651084	0.00311986
0.657344	0.00210951
0.663605	0.00560508
0.669865	0.00299321
0.676125	0.00404439
0.682386	0.00295333
0.688646	0.00148721
0.694907	0.00269482
0.701167	0.00361005
0.707427	0.00250227
0.713688	0.00479281
0.719948	0.002111
0.726209	0.00262834
0.732469	0.00243871
0.73873	0.00188536
0.74499	0.00384535
0.75125	0.00225021
0.757511	0.00367527
0.763771	0.00170576
0.770032	0.00254263
0.776292	0.0014131
0.782552	0.00237149
0.788813	0.0026227
0.795073	0.00357771
0.801334	0.00301569
0.807594	0.00377188
0.813855	0.00112863
0.820115	0.00237899
0.826375	0.00270872
0.832636	0.0023697
0.838896	0.00565106
0.845157	0.00297605
0.851417	0.00459335
0.857678	0.00177722
0.863938	0.00215158
0.870198	0.0028417
0.876459	0.00139887
0.882719	0.00175948
0.88898	0.00130168
0.89524	0.000924217
0.9015	0.00150171
0.907761	0.00380819
0.914021	0.00176184
0.920282	0.00463209
0.926542	0.00107869
0.932803	0.00228053
0.939063	0.00117845
0.945323	0.00119527
0.951584	0.00292822
0.957844	0.00054796
0.964105	0.00133863
0.970365	0.00102813
0.976626	0.00237197
0.982886	0.00123213
0.989146	0.00504142
0.995407	0.00230235
1.00167	0.00346583
1.00793	0.00157332
1.01419	0.00180397
1.02045	0.0024451
1.02671	0.00255054
1.03297	0.00176809
1.03923	0.002863
1.04549	0.00242904
1.05175	0.00256767
1.05801	0.0017794
1.06427	0.00226752
1.07053	0.00346556
1.07679	0.00465661
1.08305	0.00316126
1.08931	0.00518866
1.09557	0.00100362
1.10183	0.00328021
1.10809	0.0021077
1.11435	0.00370941
1.12062	0.00152796
1.12688	0.0038342
1.13314	0.00242074
1.1394	0.0024273
1.14566	0.00259733
1.15192	0.00197567
1.15818	0.00241858
1.16444	0.00125208
1.1707	0.00134182
1.17696	0.00207541
1.18322	0.00238925
1.18948	0.00161578
1.19574	0.00330051
1.202	0.00198721
1.20826	0.00544584
