2.08333e-05	2.14577e-05	
4.16667e-05	4.27961e-05	
6.25e-05	5.88894e-05	
8.33333e-05	7.20024e-05	
0.000104167	9.83477e-05	
0.000125	0.000123739	
0.000145833	0.000142336	
0.000166667	0.000138521	
0.0001875	0.000135779	
0.000208333	0.000119686	
0.000229167	0.000123024	
0.00025	0.000190496	
0.000270833	7.72476e-05	
0.000291667	2.77758e-05	
0.0003125	5.93662e-05	
0.000333333	1.07288e-05	
0.000354167	-2.38419e-07	
0.000375	8.34465e-05	
0.000395833	0.000125527	
0.000416667	1.29938e-05	
0.0004375	-1.35899e-05	
0.000458333	0.000101566	
0.000479167	0.000182152	
0.0005	0.000349402	
0.000520833	0.000329494	
0.000541667	0.000310063	
0.0005625	0.00026679	
0.000583333	0.000130057	
0.000604167	0.000152826	
0.000625	0.000238299	
0.000645833	0.000429392	
0.000666667	0.000508428	
0.0006875	0.00056541	
0.000708333	0.000675321	
0.000729167	0.00046134	
0.00075	7.20024e-05	
0.000770833	-3.57628e-07	
0.000791667	0.000201225	
0.0008125	0.000360012	
0.000833333	0.000344396	
0.000854167	0.000297308	
0.000875	0.00047183	
0.000895833	0.000767589	
0.000916667	0.000841737	
0.0009375	0.000774503	
0.000958333	0.000727773	
0.000979167	0.000715613	
0.001	0.000823259	
0.00102083	0.000635266	
0.00104167	0.000474453	
0.0010625	0.000635862	
0.00108333	0.000568628	
0.00110417	0.000763655	
0.001125	0.000853539	
0.00114583	0.000731587	
0.00116667	0.000949621	
0.0011875	0.00114286	
0.00120833	0.00072813	
0.00122917	0.000381947	
0.00125	0.000632644	
0.00127083	0.000984669	
0.00129167	0.000791073	
0.0013125	0.000445604	
0.00133333	0.000410557	
0.00135417	0.000540853	
0.001375	0.000537276	
0.00139583	0.000509262	
0.00141667	0.000600457	
0.0014375	0.00054121	
0.00145833	0.000505328	
0.00147917	0.000540733	
0.0015	0.000474691	
0.00152083	0.000729799	
0.00154167	0.000697374	
0.0015625	0.000666261	
0.00158333	0.000792265	
0.00160417	0.000793219	
0.001625	0.000887871	
0.00164583	0.000823975	
0.00166667	0.000635147	
0.0016875	0.000823379	
0.00170833	0.0010792	
0.00172917	0.00101399	
0.00175	0.000888228	
0.00177083	0.000666022	
0.00179167	0.000443578	
0.0018125	0.00066638	
0.00183333	0.000697136	
0.00185417	0.000761628	
0.001875	0.000538588	
0.00189583	9.53674e-05	
0.00191667	0.000317335	
0.0019375	0.00053823	
0.00195833	0.000762343	
0.00197917	0.00079143	
0.002	0.000508428	
0.00202083	0.000538468	
0.00204167	0.000602841	
0.0020625	0.000475407	
0.00208333	0.000444174	
0.00210417	0.000475526	
0.002125	0.000253558	
0.00214583	0.000127316	
0.00216667	6.27041e-05	
0.0021875	0.000127792	
0.00220833	0.000442982	
0.00222917	0.000444651	
0.00225	3.12328e-05	
0.00227083	4.76837e-07	
0.00229167	0.000253081	
0.0023125	0.000254631	
0.00233333	-1.43051e-06	
0.00235417	-0.000283718	
0.002375	-0.000255227	
0.00239583	-3.05176e-05	
0.00241667	-9.58443e-05	
0.0024375	3.57628e-07	
0.00245833	-0.000285864	
0.00247917	-0.000347972	
0.0025	0.000220895	
0.00252083	0.00038147	
0.00254167	0.0001899	
0.0025625	-0.000159144	
0.00258333	-0.000156999	
