0.00626042	0.202301
0.0125208	0.131482
0.0187813	0.196508
0.0250417	0.130307
0.0313021	0.140072
0.0375625	0.145388
0.0438229	0.126866
0.0500834	0.138187
0.0563438	0.121159
0.0626042	0.104609
0.0688646	0.136765
0.075125	0.11007
0.0813855	0.115744
0.0876459	0.12251
0.0939063	0.0842275
0.100167	0.0937025
0.106427	0.0847955
0.112688	0.071313
0.118948	0.0784512
0.125208	0.0662222
0.131469	0.0821691
0.137729	0.0830191
0.14399	0.0729659
0.15025	0.0675193
0.15651	0.0610899
0.162771	0.0497433
0.169031	0.0527703
0.175292	0.0524789
0.181552	0.0436466
0.187813	0.0455508
0.194073	0.0661761
0.200333	0.0524346
0.206594	0.0505065
0.212854	0.0495531
0.219115	0.039681
0.225375	0.037593
0.231636	0.0339592
0.237896	0.0373249
0.244156	0.0413837
0.250417	0.030615
0.256677	0.0398947
0.262938	0.0287657
0.269198	0.0316632
0.275458	0.0306318
0.281719	0.0236798
0.287979	0.023054
0.29424	0.0279502
0.3005	0.0214977
0.306761	0.0343197
0.313021	0.0252261
0.319281	0.0206015
0.325542	0.0213638
0.331802	0.0209733
0.338063	0.0218083
0.344323	0.0164321
0.350584	0.0158959
0.356844	0.0155685
0.363104	0.0127995
0.369365	0.0138275
0.375625	0.0140864
0.381886	0.0148366
0.388146	0.0139309
0.394406	0.0114799
0.400667	0.011429
0.406927	0.0118167
0.413188	0.0117942
0.419448	0.00892323
0.425709	0.00933638
0.431969	0.0117628
0.438229	0.00975433
0.44449	0.0132836
0.45075	0.00966825
0.457011	0.0130477
0.463271	0.00904807
0.469531	0.0133339
0.475792	0.0079361
0.482052	0.0117944
0.488313	0.0072964
0.494573	0.00950486
0.500834	0.00644759
0.507094	0.00722349
0.513354	0.00698291
0.519615	0.00572584
0.525875	0.00875225
0.532136	0.0062607
0.538396	0.00736122
0.544657	0.00607048
0.550917	0.0050012
0.557177	0.00519382
0.563438	0.00475576
0.569698	0.00462638
0.575959	0.00512709
0.582219	0.00396268
0.588479	0.00337598
0.59474	0.00410567
0.601	0.00384287
0.607261	0.00738755
0.613521	0.00542205
0.619782	0.0104083
0.626042	0.00584567
0.632302	0.0126931
0.638563	0.00602687
0.644823	0.0132002
0.651084	0.00624146
0.657344	0.013775
0.663605	0.0094062
0.669865	0.0106045
0.676125	0.0114984
0.682386	0.00704744
0.688646	0.0142606
0.694907	0.0069439
0.701167	0.0138167
0.707427	0.00506699
0.713688	0.0125699
0.719948	0.00495248
0.726209	0.0117621
0.732469	0.00464054
0.73873	0.0102967
0.74499	0.00479471
0.75125	0.00915441
0.757511	0.00720409
0.763771	0.0064369
0.770032	0.0104591
0.776292	0.00633068
0.782552	0.0094165
0.788813	0.00375498
0.795073	0.00742739
0.801334	0.0126716



